model_id	alphabet_model	rate_model	rsa_scale	controls	contrast	baseline_mean_rsa	baseline_mean_aa_log1p_rate	baseline_estimate	sensitivity_estimate	sensitivity_minus_baseline	paired_draws	excluded_singular_draws	percentile_lower	percentile_upper
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_at_baseline_mean_aa_log_rate	0.2650488784086919	0.6052395704588825	-0.19734107704225534	-0.1952341882071261	0.0021068888351292447	2000	0	-0.0015846249807661894	0.007231271037157284
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_at_RSA_025	0.2650488784086919	0.6052395704588825	0.08071446190365236	0.07904195652355035	-0.0016725053801020101	2000	0	-0.005854275437009535	0.00185120728344444
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_at_aa_log_rate_0	0.2650488784086919	0.6052395704588825	-0.24362062375151333	-0.24381690752030824	-0.00019628376879490816	2000	0	-0.005571984998697374	0.005913369888840721
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	interaction	0.2650488784086919	0.6052395704588825	0.011243741524938537	0.015376521086280253	0.004132779561341716	2000	0	-0.0029041507764547706	0.010916048272007465
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_at_baseline_mean_RSA	0.2650488784086919	0.6052395704588825	0.08088366760271992	0.07927335591972647	-0.0016103116829934566	2000	0	-0.0057139472058902125	0.0018687314036382407
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_at_baseline_mean_aa_log_rate	0.2650488784086919	0.6052395704588825	-0.23681546646060883	-0.23451042850289602	0.0023050379577128077	2000	0	-0.002105877676039358	0.008442778287512127
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_at_RSA_025	0.30986614762374826	0.6052395704588825	0.19486162466704815	0.1944084425589144	-0.0004531821081337484	2000	0	-0.002754609936705215	0.0015250220986592706
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	rsa_at_aa_log_rate_0	0.30986614762374826	0.6052395704588825	-0.16222443321060523	-0.16233441715788258	-0.00010998394727734784	2000	0	-0.004133027210516777	0.004476770096387453
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	interaction	0.30986614762374826	0.6052395704588825	-0.0022417972603967023	0.000895972264627703	0.0031377695250244053	2000	0	-0.0029054596724243206	0.008920022333424416
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_at_baseline_mean_RSA	0.30986614762374826	0.6052395704588825	0.19472741690131473	0.1944620809667754	-0.00026533593453934023	2000	0	-0.0026061813150484625	0.0015873276503303223
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6052395704588825	-0.16358125762154363	-0.16179213928929623	0.0017891183322474025	2000	0	-0.0013125466158789942	0.006092369659668073
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_at_RSA_025	0.30986614762374826	0.6052395704588825	0.07932148471878879	0.0775355230848636	-0.0017859616339251927	2000	0	-0.006144701759011229	0.0018874155755974856
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	rsa_at_aa_log_rate_0	0.30986614762374826	0.6052395704588825	-0.21196940453281543	-0.21197386600134344	-4.46146852800533e-06	2000	0	-0.004510049234292998	0.005210584185190486
