taxon_id	species_name	study_role	assembly_accession	match_status	queried_genus	source_genus	source_rank	source_record_id	source_excel_rows	source_doi	source_phylum	source_class	source_family	taxon_identity_flags	source_genus_comment_present	source_lifestyle_comment_present	species_verified	eligible_for_confirmatory_tests	candidate_primary_lifestyle	candidate_secondary_lifestyle	candidate_endophytic_capability	candidate_plant_pathogenic_capacity	candidate_decay_substrate	candidate_decay_type	candidate_aquatic_habitat	candidate_animal_biotrophic_capacity	candidate_growth_form	candidate_fruitbody_type
F116982	Xanthoria calcicola	ingroup	GCA_976602755.1	genus_candidate_requires_species_verification	Xanthoria	Xanthoria	genus	jrk09404	5296	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Teloschistaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F3342545	Pseudogymnoascus australis	ingroup	GCA_048593815.1	genus_candidate_requires_species_verification	Pseudogymnoascus	Pseudogymnoascus	genus	jrk07086	789	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Leotiomycetes	Pseudeurotiaceae		False	False	False	False	soil_saprotroph				soil		partly_aquatic	opportunistic_animal_parasite_G._destructans	filamentous_mycelium	cleistothecium_(closed,_spherical)
F655981	Pseudogymnoascus destructans	ingroup	GCF_001641265.1	genus_candidate_requires_species_verification	Pseudogymnoascus	Pseudogymnoascus	genus	jrk07086	789	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Leotiomycetes	Pseudeurotiaceae		False	False	False	False	soil_saprotroph				soil		partly_aquatic	opportunistic_animal_parasite_G._destructans	filamentous_mycelium	cleistothecium_(closed,_spherical)
F342668	Pseudogymnoascus verrucosus	ingroup	GCF_001662655.1	genus_candidate_requires_species_verification	Pseudogymnoascus	Pseudogymnoascus	genus	jrk07086	789	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Leotiomycetes	Pseudeurotiaceae		False	False	False	False	soil_saprotroph				soil		partly_aquatic	opportunistic_animal_parasite_G._destructans	filamentous_mycelium	cleistothecium_(closed,_spherical)
F1116844	Thelocarpon impressellum	ingroup	GCA_026025805.1	genus_candidate_requires_species_verification	Thelocarpon	Thelocarpon	genus	jrk08790	6023	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Pezizomycotina class incertae sedis	Thelocarpaceae		False	True	False	False	lichenized						non-aquatic		thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)
F2939404	Thelocarpon superellum	ingroup	GCA_026025795.1	genus_candidate_requires_species_verification	Thelocarpon	Thelocarpon	genus	jrk08790	6023	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Pezizomycotina class incertae sedis	Thelocarpaceae		False	True	False	False	lichenized						non-aquatic		thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)
F1093900	Thyridium curvatum	ingroup	GCF_004353045.1	genus_candidate_requires_species_verification	Thyridium	Thyridium	genus	jrk08828	6619	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Thyridiaceae		False	False	False	False	wood_saprotroph				wood		non-aquatic		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F223192	Phaeoacremonium minimum	ingroup	GCF_000392275.1	genus_candidate_requires_species_verification	Phaeoacremonium	Phaeoacremonium	genus	jrk06365	7576	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Togniniaceae		False	False	False	False	plant_pathogen			unspecified_plant_pathogen			partly_aquatic		filamentous_mycelium	none
F2918522	Lignoscripta atroalba	ingroup	GCA_022814235.1	genus_candidate_requires_species_verification	Lignoscripta	Lignoscripta	genus	jrk04709	4515	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Trapeliaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F129515	Trapelia coarctata	ingroup	GCA_022813945.1	genus_candidate_requires_species_verification	Trapelia	Trapelia	genus	jrk08920	4521	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Trapeliaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F51930	Tortispora caseinolytica	ingroup	GCA_001661475.1	genus_candidate_requires_species_verification	Tortispora	Tortispora	genus	jrk08893	6134	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Saccharomycetes	Trigonopsidaceae		False	False	False	False	plant_pathogen	litter_saprotroph		other_plant_pathogen	leaf/fruit/seed		non-aquatic	arthropod-associated	yeast	none
F2939406	Bogoriella megaspora	ingroup	GCA_026027345.1	genus_candidate_requires_species_verification	Bogoriella	Bogoriella	genus	jrk01085	3906	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Trypetheliaceae		False	False	False	False	lichenized	wood_saprotroph			wood		non-aquatic		thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)
F364730	Trypethelium subeluteriae	ingroup	GCA_051942145.1	genus_candidate_requires_species_verification	Trypethelium	Trypethelium	genus	jrk09088	3920	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Trypetheliaceae		False	False	False	False	lichenized	wood_saprotroph			wood		non-aquatic		thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)
F1048519	Viridothelium virens	ingroup	GCA_010094025.1	genus_candidate_requires_species_verification	Viridothelium	Viridothelium	genus	jrk09348	3921	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Trypetheliaceae		False	False	False	False	lichenized	wood_saprotroph			wood		non-aquatic		thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)
F318760	Hypocenomyce scalaris	ingroup	GCA_022814315.1	genus_candidate_requires_species_verification	Hypocenomyce	Hypocenomyce	genus	jrk04047	5310	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Ophioparmaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F136370	Lasallia pustulata	ingroup	GCA_008636195.1	genus_candidate_requires_species_verification	Lasallia	Lasallia	genus	jrk09846	5314	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Umbilicariaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F87287	Umbilicaria vellea	ingroup	GCA_023645895.1	genus_candidate_requires_species_verification	Umbilicaria	Umbilicaria	genus	jrk09157	5315	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Umbilicariaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F1048955	Tothia fuscella	ingroup	GCA_010583015.1	genus_candidate_requires_species_verification	Tothia	Tothia	genus	jrk08899	4008	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Venturiaceae		False	False	False	False	wood_saprotroph				wood		non-aquatic		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F50376	Venturia effusa	ingroup	GCA_007735645.1	genus_candidate_requires_species_verification	Venturia	Venturia	genus	jrk09274	4010	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Venturiaceae		False	False	False	False	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F253628	Verruconis gallopava	ingroup	GCF_000836295.1	genus_candidate_requires_species_verification	Verruconis	Verruconis	genus	jrk09301	3994	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Sympoventuriaceae		False	False	False	False	animal_parasite	animal_decomposer			animal_material		non-aquatic	animal_parasite	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F364733	Endocarpon pusillum	ingroup	GCF_000464535.1	genus_candidate_requires_species_verification	Endocarpon	Endocarpon	genus	jrk02902	4286	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Eurotiomycetes	Verrucariaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)
F2939408	Vezdaea acicularis	ingroup	GCA_026025075.1	genus_candidate_requires_species_verification	Vezdaea	Vezdaea	genus	jrk09320	6024	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Pezizomycotina class incertae sedis	Vezdaeaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F2939405	Vezdaea aestivalis	ingroup	GCA_026055935.1	genus_candidate_requires_species_verification	Vezdaea	Vezdaea	genus	jrk09320	6024	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Pezizomycotina class incertae sedis	Vezdaeaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F326681	Hypoxylon trugodes	ingroup	GCF_022578975.1	genus_candidate_requires_species_verification	Hypoxylon	Hypoxylon	genus	jrk04073	7665	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypoxylaceae		False	False	False	False	wood_saprotroph	foliar_endophyte	foliar_endophyte		wood,leaf/fruit/seed		partly_aquatic		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F1682393	Microdochium trichocladiopsis	ingroup	GCF_020744255.1	genus_candidate_requires_species_verification	Microdochium	Microdochium	genus	jrk05146	7688	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Microdochiaceae		False	False	False	False	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed		partly_aquatic		filamentous_mycelium	none
F326684	Xylaria bambusicola	ingroup	GCF_022495145.1	genus_candidate_requires_species_verification	Xylaria	Xylaria	genus	jrk09478	7746	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Xylariaceae		False	False	False	False	wood_saprotroph	litter_saprotroph	foliar_endophyte		wood,leaf/fruit/seed		non-aquatic		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F1130053	Cirrosporium novae-zelandiae	ingroup	GCA_026023565.1	genus_candidate_requires_species_verification	Cirrosporium	Cirrosporium	genus	jrk01788	7824	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Xylonomycetes	Cirrosporiaceae		False	False	False	False	wood_saprotroph				wood		non-aquatic		filamentous_mycelium	
F1217826	Xylona heveae	ingroup	GCF_001619985.1	genus_candidate_requires_species_verification	Xylona	Xylona	genus	jrk09494	7827	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Xylonomycetes	Xylonaceae		False	False	False	False	foliar_endophyte	litter_saprotroph	foliar_endophyte		leaf/fruit/seed		non-aquatic		filamentous_mycelium	
F423460	Basidiobolus meristosporus	ingroup	GCA_002104905.1	genus_candidate_requires_species_verification	Basidiobolus	Basidiobolus	genus	jrk00937	7828	https://doi.org/10.1007/s13225-020-00466-2	Basidiobolomycota	Basidiobolomycetes	Basidiobolaceae		False	True	False	False	unspecified_saprotroph				leaf/fruit/seed,soil,dung,animal_material			animal_parasite/opportunistic_human_parasite	filamentous_mycelium	none
F34480	Basidiobolus ranarum	ingroup	GCA_040143965.1	genus_candidate_requires_species_verification	Basidiobolus	Basidiobolus	genus	jrk00937	7828	https://doi.org/10.1007/s13225-020-00466-2	Basidiobolomycota	Basidiobolomycetes	Basidiobolaceae		False	True	False	False	unspecified_saprotroph				leaf/fruit/seed,soil,dung,animal_material			animal_parasite/opportunistic_human_parasite	filamentous_mycelium	none
F87326	Amanita brunnescens	ingroup	GCA_001691785.3	genus_candidate_requires_species_verification	Amanita	Amanita	genus	jrk00264	8050	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Amanitaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F933333	Amanita inopinata	ingroup	GCA_001691775.3	genus_candidate_requires_species_verification	Amanita	Amanita	genus	jrk00264	8050	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Amanitaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F41956	Amanita muscaria	ingroup	GCA_054369615.1	genus_candidate_requires_species_verification	Amanita	Amanita	genus	jrk00264	8050	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Amanitaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F67723	Amanita phalloides	ingroup	GCA_032173475.1	genus_candidate_requires_species_verification	Amanita	Amanita	genus	jrk00264	8050	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Amanitaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F1004511	Amanita polypyramis	ingroup	GCA_001691755.2	genus_candidate_requires_species_verification	Amanita	Amanita	genus	jrk00264	8050	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Amanitaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F71933	Amanita rubescens	ingroup	GCA_015039365.1	genus_candidate_requires_species_verification	Amanita	Amanita	genus	jrk00264	8050	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Amanitaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F235537	Amanita thiersii	ingroup	GCA_002554575.1	genus_candidate_requires_species_verification	Amanita	Amanita	genus	jrk00264	8050	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Amanitaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F89243	Laccaria amethystina	ingroup	GCA_000827195.2	genus_candidate_requires_species_verification	Laccaria	Laccaria	genus	jrk04416	8165	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hydnangiaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
